game_id,pid,player,pos,min,fgm_a,tpm_a,ftm_a,oreb,dreb,reb,ast,stl,blk,tos,pfs,plus_minus,pts
311226019,6438,Justin  Harper,PF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0
311226019,356,Larry Hughes,SG,,,,,0,0,0,0,0,0,0,0,,0
311226019,703,Quentin  Richardson,SF,,,,,0,0,0,0,0,0,0,0,,0
311226019,3971,Earl  Clark,SF,,,,,0,0,0,0,0,0,0,0,,0
311226027,2433,Kris  Humphries,PF,39,9-14,0-0,3-4,7,9,16,2,1,0,1,3,+25,21
311226027,4252,Damion  James,SF,38,2-7,0-0,2-2,3,11,14,0,0,1,1,4,+14,6
311226027,2780,Johan  Petro,C,25,5-8,0-0,1-2,0,5,5,0,0,1,2,5,+24,11
311226027,2798,Deron  Williams,PG,40,8-22,4-12,3-3,3,5,8,9,1,1,4,3,+23,23
311226027,3474,Anthony  Morrow,SG,25,4-12,2-7,6-6,0,1,1,0,0,0,1,1,+13,16
311226027,808,DeShawn  Stevenson,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+1,0
311226027,1014,Mehmet Okur,C,20,0-3,0-1,0-0,1,4,5,2,1,0,1,2,-10,0
311226027,3040,Shelden  Williams,C,9,0-1,0-0,0-0,0,1,1,0,1,0,0,2,-19,0
311226027,4224,Sundiata  Gaines,PG,18,3-8,0-2,1-3,0,4,4,4,2,0,1,1,+3,7
311226027,3002,Jordan  Farmar,PG,6,0-1,0-0,0-0,0,0,0,0,1,0,2,1,-10,0
311226027,3038,Shawne  Williams,PF,11,0-3,0-3,0-0,2,0,2,0,0,0,2,1,-17,0
311226027,6428,MarShon  Brooks,SG,8,3-7,0-1,0-0,2,0,2,0,0,0,0,3,-17,6
311226027,6527,Dennis  Horner,PF,,,,,0,0,0,0,0,0,0,0,,0
311226027,469,Rashard  Lewis,PF,25,2-8,0-2,5-6,1,1,2,0,0,0,0,0,+2,9
311226027,2746,Andray  Blatche,C,39,5-13,0-0,1-2,0,10,10,3,0,1,2,2,-10,11
311226027,3452,JaVale  McGee,C,26,5-11,0-0,1-6,3,3,6,0,1,3,1,3,-20,11
311226027,4243,Jordan  Crawford,SG,28,7-12,0-2,1-1,1,2,3,1,1,0,1,2,-5,15
311226027,4237,John  Wall,PG,39,3-13,0-0,7-13,3,5,8,5,3,1,4,2,-6,13
311226027,1721,Roger  Mason Jr.,SG,5,1-1,0-0,0-0,0,0,0,1,0,0,0,0,0,2
311226027,2789,Ronny  Turiaf,C,22,1-1,0-0,0-0,0,5,5,2,1,1,3,4,+15,2
311226027,3243,Nick  Young,SF,18,6-9,0-0,4-4,0,2,2,0,0,0,0,2,+1,16
311226027,4270,Trevor  Booker,PF,9,0-1,0-0,2-2,0,1,1,0,0,0,0,1,+4,2
311226027,6470,Chris  Singleton,SF,22,1-3,1-2,0-0,0,2,2,0,2,1,0,1,-11,3
311226027,6454,Shelvin  Mack,PG,8,0-2,0-1,0-0,0,0,0,1,0,0,0,0,0,0
311226027,1031,Maurice Evans,SG,,,,,0,0,0,0,0,0,0,0,,0
311226027,4289,Kevin  Seraphin,C,,,,,0,0,0,0,0,0,0,0,,0
311226030,378,Stephen  Jackson,SF,17,1-5,1-4,3-3,0,1,1,1,1,0,3,6,0,6
311226030,2767,Ersan  Ilyasova,PF,27,1-4,0-0,0-0,2,7,9,0,2,0,1,0,-9,2
311226030,2747,Andrew  Bogut,C,38,7-14,0-0,3-4,2,7,9,2,2,1,1,1,+5,17
311226030,1708,Mike  Dunleavy,SF,38,3-12,3-8,4-4,1,2,3,3,0,0,2,1,+3,13
311226030,3997,Brandon  Jennings,PG,37,8-21,3-6,3-3,1,2,3,4,0,0,0,3,-4,22
311226030,1711,Drew  Gooden,PF,14,1-4,0-1,2-2,0,5,5,2,0,1,1,1,-3,4
311226030,2393,Shaun  Livingston,PG,35,6-10,0-0,2-3,2,2,4,6,1,0,2,2,+1,14
311226030,2448,Beno  Udrih,PG,23,5-12,1-4,2-4,0,1,1,3,0,0,1,2,+4,13
311226030,6452,Jon  Leuer,PF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
311226030,4265,Larry  Sanders,C,11,2-2,0-0,0-0,0,4,4,0,0,0,1,4,0,4
311226030,1999,Carlos  Delfino,SG,,,,,0,0,0,0,0,0,0,0,,0
311226030,3966,Jon  Brockman,PF,,,,,0,0,0,0,0,0,0,0,,0
311226030,4278,Darington Hobson,SG,,,,,0,0,0,0,0,0,0,0,,0
311226030,497,Corey  Maggette,SF,39,6-15,0-2,0-1,1,6,7,2,1,0,6,4,+1,12
311226030,3469,D.J.  White,PF,22,3-6,0-0,2-2,0,5,5,1,0,1,0,0,+5,8
311226030,2167,Boris  Diaw,PF,30,4-9,1-2,0-0,3,8,11,9,0,2,1,3,+1,9
311226030,3993,Gerald  Henderson,SG,39,7-14,1-2,3-3,4,5,9,0,0,1,4,3,+1,18
311226030,3415,D.J.  Augustin,PG,31,7-16,2-8,3-4,1,1,2,8,0,0,2,2,0,19
311226030,992,DeSagana  Diop,C,16,0-3,0-0,0-0,2,6,8,1,1,1,0,1,+1,0
311226030,2211,Matt  Carroll,SG,9,2-5,0-3,1-2,0,0,0,1,0,0,1,3,0,5
311226030,3967,Derrick  Brown,SF,8,1-1,0-0,0-2,0,1,1,2,0,0,0,1,-8,2
311226030,6479,Kemba  Walker,PG,21,3-10,0-2,7-7,2,5,7,3,1,0,0,1,+5,13
311226030,4005,Byron  Mullens,C,20,5-7,0-0,0-0,2,0,2,0,0,1,1,2,+6,10
311226030,6427,Bismack  Biyombo,C,6,0-0,0-0,0-0,0,0,0,0,0,0,1,0,-7,0
311226030,3032,Tyrus  Thomas,PF,,,,,0,0,0,0,0,0,0,0,,0
311226030,6544,Cory  Higgins,PG,,,,,0,0,0,0,0,0,0,0,,0
311226016,3202,Kevin  Durant,SF,38,12-23,2-5,7-7,1,4,5,3,1,0,2,2,+7,33
311226016,3439,Serge  Ibaka,PF,20,3-7,0-0,0-0,1,5,6,1,0,1,1,2,+1,6
311226016,2018,Kendrick  Perkins,C,27,1-4,0-0,2-2,2,6,8,1,2,1,1,4,+13,4
311226016,3028,Thabo  Sefolosha,SG,25,0-2,0-1,4-4,0,5,5,0,0,1,0,4,+12,4
311226016,3468,Russell  Westbrook,PG,36,10-21,0-2,8-8,2,4,6,6,3,0,7,4,+10,28
311226016,568,Nazr  Mohammed,C,15,1-2,0-0,0-0,0,2,2,0,0,1,1,4,-2,2
